Image,Memory_Bytes
4.471275507659682,334343
-5.504760934469335,334420
0.2419771102724865,334516
-3.37555067990904,334402
-3.033231893341356,334484
4.388082277607765,334162
1.5915264002889185,334309
-1.4963335166078906,334133
-0.8618330785831754,334421
-1.7513351899704706,334377
0.0183004277008507,334432
6.596440340497038,334109
-6.686563441385771,334378
2.418349907664995,334408
-0.8083051000761143,334329
2.793550728504794,334251
-6.388216787187621,334415
-1.5012415536672483,334347
-3.1392903934630745,334157
-5.978395206029015,334441
-6.037276120916297,334121
6.561230555838071,334470
-5.453565448810177,334194
-1.0621790615181403,334180
-4.276926896806415,334402
6.0416952256174525,334455
-5.198534815462156,334510
-6.233546809161632,334437
1.6726819138243272,334073
-5.420630942357603,334446
-4.552048847434032,334419
-0.9125673398333518,334479
2.024796076750505,334438
1.3297488420566346,334303
-1.093376414976393,334450
-1.6039810372768883,334189
0.8612251192747706,334270
0.1315660634628574,334399
-0.9557368936920608,334394
5.636834484725643,334397
-3.9216958498654826,334099
-2.0521429789899406,334342
-4.231872601662482,334400
-4.069548143759075,334431
-4.151893675922556,334199
-2.172639748113125,334452
-3.8614578569394022,334171
5.685881119252773,334400
5.51766164107039,334151
